incrocio,incidenti,morti,feriti,lat,lon,score
PIAZZA DEGLI EUGANEI x VIA DELLE ISOLE CURZOLANE,5,0.0,4.0,41.9488,12.532,25.0
LUNGOTEVERE DEI VALLATI x PONTE GARIBALDI,5,0.0,4.0,41.8918,12.4745,25.0
VIA DEGLI OPPII x VIA DI PORTA FURBA,5,0.0,4.0,41.8716,12.5407,25.0
VIA DELL'IMPRUNETA x VIA PIEVE FOSCIANA,5,0.0,4.0,41.8471,12.4584,25.0
VIA EMILIO MOROSINI x VIALE DI TRASTEVERE,5,0.0,4.0,41.883700000000005,12.468900000000001,25.0
VIA DEL SACRO CUORE DI MARIA x VIALE MARESCIALLO PILSUDSKI,5,0.0,4.0,41.9277,12.4818,25.0
VIA LAZZARO SPALLANZANI x VIA NOMENTANA,5,0.0,4.0,41.9143,12.5087,25.0
VIA ELENIANA x VIA SEBASTIANO GRANDIS,5,0.0,4.0,41.8899,12.5149,25.0
VIA GIOVANNI SGAMBATI x VIA PO,5,0.0,4.0,41.9151,12.4959,25.0
VIA DEL MARE x VIA DELLE CANARIE,4,0.0,4.0,41.7395,12.2823,24.0
LARGO BERNARDINO DA FELTRE x VIALE DI TRASTEVERE,4,0.0,4.0,41.8826,12.4687,24.0
VIA DI MONTE ARSICCIO x VIA TRIONFALE,4,0.0,4.0,41.9569,12.41355,24.0
VIA PISINO x VIALE DELLA SERENISSIMA,4,0.0,4.0,41.8981,12.55835,24.0
PIAZZA DI PORTA MAGGIORE x VIA DI PORTA MAGGIORE,4,0.0,4.0,41.8918,12.5141,24.0
VIA ARISTIDE CARABELLI x VIA COSTANZO CASANA,4,0.0,4.0,41.73865,12.268650000000001,24.0
VIA EZIO x VIA POMPEO MAGNO,4,0.0,4.0,41.9097,12.4659,24.0
VIA ANGELO VISCOGLIOSI x VIA DI TOR TRE TESTE,4,0.0,4.0,41.8816,12.5917,24.0
VIA CUNFIDA x VIA DELLA GIULIANA,4,0.0,4.0,41.9133,12.4542,24.0
VIA ORESTE SALOMONE x VIA PIETRO ROVETTI,9,0.0,3.0,41.8778,12.5448,24.0
VIA ANAGNINA x VIA DELLA STAZIONE DI CIAMPINO,4,0.0,4.0,41.815349999999995,12.6183,24.0
LUNGOTEVERE FLAMINIO x PONTE DEL RISORGIMENTO,4,0.0,4.0,41.9238,12.4661,24.0
VIA DEGLI SCIPIONI x VIA DUILIO,9,0.0,3.0,41.9101,12.4642,24.0
VIA PIER PAOLO PASOLINI x VIA TRIONFALE,4,0.0,4.0,41.9492,12.414,24.0
VIA CASILINA x VIA SILICELLA,9,0.0,3.0,41.8626,12.5997,24.0
VIA ALESSANDRO TORLONIA x VIA NOMENTANA,9,0.0,3.0,41.9162,12.5116,24.0
VIA ALBA x VIA APPIA NUOVA,4,0.0,4.0,41.8795,12.5172,24.0
VIA CASSIA x VIA FORMELLESE,4,0.0,4.0,41.994249999999994,12.397549999999999,24.0
VIA ROVIGNO D'ISTRIA x VIALE DELLA VENEZIA GIULIA,4,0.0,4.0,41.8964,12.5564,24.0
VIA GUIDUBALDO DEL MONTE x VIALE MARESCIALLO PILSUDSKI,9,0.0,3.0,41.9277,12.4752,24.0
VIA CAMILLO DE LELLIS x VIA PIETRO D'ASSISI,4,0.0,4.0,41.8692,12.4506,24.0
VIA CRISTOFORO COLOMBO x VIA VEDANA,4,0.0,4.0,41.8281,12.46735,24.0
VIA DELL'ARCO DI TRAVERTINO x VIA TUSCOLANA,9,0.0,3.0,41.8691,12.538,24.0
VIA GIUSEPPE BARELLAI x VIA TRIONFALE,4,0.0,4.0,41.94555,12.41725,24.0
VIA MONTE SANTO x VIA SABOTINO,13,0.0,2.0,41.9169,12.4602,23.0
VIA LUCA PASSI x VIA RAFFAELE CONFORTI,3,0.0,4.0,41.895,12.4103,23.0
VIA LEONE XIII x VIA PIO IV,3,0.0,4.0,41.8869,12.4404,23.0
VIA BELFORTE MONFERRATO x VIA MONTEMARZINO,3,0.0,4.0,41.8243,12.3145,23.0
VIA VALENTINO MAZZOLA x VIALE ERMINIO SPALLA,3,0.0,4.0,41.8324,12.5106,23.0
VIA ARENULA x VIA DEI FALEGNAMI,3,0.0,4.0,41.894,12.4761,23.0
VIA ANDREA MANTEGNA x VIALE DI TOR MARANCIA,3,0.0,4.0,41.8535,12.4976,23.0
VIA DEI VELIERI x VIA DELLE GONDOLE,3,0.0,4.0,41.7358,12.2757,23.0
VIA DI CASAL PALOCCO x VIALE GORGIA DI LEONTINI,3,0.0,4.0,41.7507,12.3522,23.0
VIA SAMBUCI x VIA TIBURTINA,3,0.0,4.0,41.9358,12.6125,23.0
VIA CESARE MACCARI x VIA TELEMACO SIGNORINI,3,0.0,4.0,41.7748,12.3573,23.0
VIA CALPURNIO FIAMMA x VIA TARQUINIO COLLATINO,3,0.0,4.0,41.8617,12.5617,23.0
VIA GIUSEPPE GAGLIANI CAPUTO x VIALE DEL TECNOPOLO,3,0.0,4.0,41.9295,12.6358,23.0
VIA EFESO x VIA OSTIENSE,3,0.0,4.0,41.8542,12.4769,23.0
VIA NAPOLEONE III x VIA RATTAZZI,3,0.0,4.0,41.8967,12.5023,23.0
VIA RENZO DA CERI x VIA SAMPIERO DI BASTELICA,3,0.0,4.0,41.8906,12.5386,23.0
VIA LABICANA x VIA MERULANA,8,0.0,3.0,41.8916,12.5021,23.0
VIA ALBI x VIA OSTIENSE,8,0.0,3.0,41.8109,12.4229,23.0
VIA DI PONTE SALARIO x VIA SALARIA,3,0.0,4.0,41.9359,12.5092,23.0
VIA FIUMALBO x VIA OSTIENSE,3,0.0,4.0,41.794,12.3943,23.0
VIA DEI GLICINI x VIA TOR DE' SCHIAVI,3,0.0,4.0,41.8796,12.5654,23.0
VIA CANTIANO x VIA SANT'ELPIDIO A MARE,3,0.0,4.0,41.9134,12.7302,23.0
VIA DEGLI ANGELI x VIA DEI CICERI,3,0.0,4.0,41.8725,12.5474,23.0
CIRCONVALLAZIONE OSTIENSE x VIA NICOLO' DA PISTOIA,3,0.0,4.0,41.8672,12.487,23.0
VIA DELLA CECCHIGNOLA x VIA GIOVANNI KOBLER,3,0.0,4.0,41.8113,12.5121,23.0
VIA EQUIZIA x VIA GIOVANNI LANZA,3,0.0,4.0,41.895,12.4978,23.0
VIA GABRIELE PALEOTTI x VIA PIETRO BEMBO,3,0.0,4.0,41.9197,12.4125,23.0
VIA FILIPPO SERAFINI x VIA GIUSEPPE SAREDO,3,0.0,4.0,41.8613,12.5727,23.0
VIA FEDERICO OZANAM x VIA FRANCESCO CATEL,3,0.0,4.0,41.8768,12.4492,23.0
LUNGOTEVERE DE' CENCI x PONTE GARIBALDI,3,0.0,4.0,41.8918,12.4747,23.0
VIA FRANCESCO GIANGIACOMO x VIA GIULIO ARISTIDE SARTORIO,3,0.0,4.0,41.8522,12.5011,23.0
VIA DELLE TRE FONTANE x VIALE DI VAL FIORITA,2,0.0,4.0,41.8409,12.468,22.0
VIA DEGLI ANGELI x VIA DI PORTA FURBA,7,0.0,3.0,41.8742,12.5412,22.0
LUNGOTEVERE DEGLI ANGUILLARA x PIAZZA GIUSEPPE GIOACHINO BELLI,7,0.0,3.0,41.8903,12.4745,22.0
VIA FRANCESCO DURANTE x VIA ROBERTO ALESSANDRI,2,0.0,4.0,41.8674,12.4414,22.0
VIA CARLO SANTARELLI x VIA CASILINA,7,0.0,3.0,41.8626,12.6212,22.0
LUNGOTEVERE DELLA FARNESINA x SALITA DEL BUON PASTORE,2,0.0,4.0,41.89435,12.4671,22.0
VIA GENZANO x VIA ROCCA PRIORA,2,0.0,4.0,41.8706,12.5313,22.0
VIA ANDREA CATRANI x VIA SABATINO DE URSIS,2,0.0,4.0,41.784,12.3529,22.0
VIA CAPO PALINURO x VIA CESARE LAURENTI,2,0.0,4.0,41.7338,12.2853,22.0
VIA ARCHELAO DI MILETO x VIA DI MACCHIA SAPONARA,2,0.0,4.0,41.7747,12.3531,22.0
VIA ALBERTO ASQUINI x VIA COSTANTINO MORTATI,2,0.0,4.0,41.94655,12.586,22.0
VIA FIUMINATA x VIA RECANATI,2,0.0,4.0,41.9405,12.58495,22.0
VIA CAPRAIA x VIALE JONIO,2,0.0,4.0,41.944950000000006,12.53435,22.0
VIA DEI MARRUCINI x VIA TIBURTINA,2,0.0,4.0,41.91285,12.543949999999999,22.0
VIA DI MONTESPACCATO x VIA GAETANO MAZZONI,2,0.0,4.0,41.90745,12.39335,22.0
VIA DI S. CROCE IN GERUSALEMME x VIA SEBASTIANO GRANDIS,2,0.0,4.0,41.8898,12.51295,22.0
PIAZZA GONDAR x VIALE LIBIA,2,0.0,4.0,41.9333,12.5209,22.0
VIA BENEDETTO ALOISI MASELLA x VIA PIETRO BEMBO,7,0.0,3.0,41.9167,12.411,22.0
VIA CARLO BONUCCI x VIA GIUSEPPE FIORELLI,2,0.0,4.0,41.7711,12.3108,22.0
VIA ACHILLE LUIGI BONANOME x VIA DI BOCCEA,7,0.0,3.0,41.9149,12.3847,22.0
VIA MAGLIE x VIA SQUINZANO,2,0.0,4.0,41.8835,12.616,22.0
VIA CAMPI SALENTINA x VIA GAGLIANO DEL CAPO,2,0.0,4.0,41.8549,12.65305,22.0
VIA ANDREA NOALE x VIA DI SALONE,2,0.0,4.0,41.915400000000005,12.63365,22.0
VIA FIUMEFREDDO DI SICILIA x VIA PALAGONIA,2,0.0,4.0,41.8775,12.6526,22.0
VIA ALFONSO ALBERGHETTI x VIA ALFREDO BLASI,2,0.0,4.0,41.8679,12.6243,22.0
VIA DELLE ISOLE CURZOLANE x VIA DI VALLE MELAINA,2,0.0,4.0,41.9484,12.5258,22.0
VIA ANAGNINA x VIA DI ACQUA ACETOSA ANAGNINA,2,0.0,4.0,41.8143,12.6202,22.0
VIA DI CASAL PALOCCO x VIALE CRISTOFORO COLOMBO,2,0.0,4.0,41.8089,12.4536,22.0
VIA DI CASTEL FUSANO x VIA OSTIENSE,12,0.0,2.0,41.759,12.30775,22.0
VIA TIBURTINA x VIALE DEL TECNOPOLO,2,0.0,4.0,41.9334,12.606200000000001,22.0
VIA CRISTOFORO COLOMBO x VIALE DELLA VILLA DI PLINIO,2,0.0,4.0,41.79735,12.432549999999999,22.0
VIA PRENESTINA x VIA PRENESTINA NUOVA,2,0.0,4.0,41.891400000000004,12.653300000000002,22.0
CORSO DI FRANCIA x VIA LUIGI BODIO,2,0.0,4.0,41.9367,12.4717,22.0
VIA COLUMBIA x VIALE DELLA SORBONA,7,0.0,3.0,41.8556,12.6168,22.0
VIA CASILINA x VIA LEONARDO BUFALINI,7,0.0,3.0,41.8815,12.5387,22.0
VIA SIRTE x VIA TRIPOLI,2,0.0,4.0,41.9285,12.5189,22.0
VIA CRISTOFORO COLOMBO x VIA DI GROTTA PERFETTA,2,0.0,4.0,41.8294,12.469149999999999,22.0
VIA CRISTOFORO COLOMBO x VIA LAURENTINA,7,0.0,3.0,41.8461,12.4791,22.0
VIA DEI CASTANI x VIA DELLE ROBINIE,6,0.0,3.0,41.8827,12.5667,21.0
PIAZZA DI CINECITTA' x VIA TUSCOLANA,6,0.0,3.0,41.853750000000005,12.56785,21.0
VIA DANTE DA MAIANO x VIA RE ENZO,1,0.0,4.0,41.9567,12.6104,21.0
LUNGOTEVERE TESTACCIO x PONTE SUBLICIO,6,0.0,3.0,41.8828,12.4752,21.0
LARGO ALBERTO MISSIROLI x VIALE DEI COLLI PORTUENSI,6,0.0,3.0,41.8666,12.4441,21.0
LUNGOTEVERE GIANICOLENSE x VIA DI S. ONOFRIO,1,0.0,4.0,41.8975,12.4639,21.0
VIA BELLEGRA x VIA DI MARCO SIMONE,1,0.0,4.0,41.9523,12.6419,21.0
CIRCONVALLAZIONE CLODIA x VIA TRIONFALE,1,0.0,4.0,41.9409,12.4229,21.0
VIA RAFFAELE COSTI x VIA VIRGILIO GUIDI,6,0.0,3.0,41.91055,12.5971,21.0
VIA AURELIA ANTICA x VIA DELL'ACQUEDOTTO PAOLO,1,0.0,4.0,41.8902,12.435,21.0
VIA CASILINA x VIA DI GROTTE CELONI,6,0.0,3.0,41.86265,12.631450000000001,21.0
VIA CIPRO x VIA MARCANTONIO BRAGADIN,6,0.0,3.0,41.9071,12.4466,21.0
VIA DEL MARE x VIA DELLA GENTE SALINATORIA,6,0.0,3.0,41.7603,12.3035,21.0
RACCORDO SALARIO SETTEBAGNI x VIA SALARIA,1,0.0,4.0,42.038,12.556,21.0
VIA DEI SETTE METRI x VIA DEL CASALE SANTARELLI,1,0.0,4.0,41.819,12.6106,21.0
VIA ACHILLE BENEDETTI x VIA FILIPPO MEDA,6,0.0,3.0,41.9132,12.54355,21.0
VIA DEGLI OLMI x VIA DEL FOSSO DI CENTOCELLE,1,0.0,4.0,41.8784,12.5738,21.0
VIA DI ACILIA x VIA POSIDIPPO,6,0.0,3.0,41.7737,12.3714,21.0
VIA DEI GIORDANI x VIA DI TRASONE,6,0.0,3.0,41.9286,12.5105,21.0
VIA MARCO VALERIO CORVO x VIA VALERIO PUBLICOLA,6,0.0,3.0,41.857749999999996,12.558,21.0
VIA ALESSANDRIA x VIA REGGIO EMILIA,6,0.0,3.0,41.9127,12.5039,21.0
VIA DEI MILLE x VIA VICENZA,6,0.0,3.0,41.9036,12.5035,21.0
VIA DI DRAGONCELLO x VIALE DEI ROMAGNOLI,6,0.0,3.0,41.77955,12.34995,21.0
VIA DELLA TENUTA DI TORRENOVA x VIA DI CARCARICOLA,1,0.0,4.0,41.8556,12.6131,21.0
VIA FOLIGNO x VIA VOGHERA,6,0.0,3.0,41.885,12.5187,21.0
PIAZZA DELLA MARRANELLA x VIA CASILINA,6,0.0,3.0,41.8803,12.5424,21.0
VIA CASSIA NUOVA x VIA GIOVANNI FABBRONI,6,0.0,3.0,41.95115,12.4684,21.0
VIA FRANCESCO GRIMALDI x VIA ODERISI DA GUBBIO,6,0.0,3.0,41.8654,12.4653,21.0
VIA ALESSANDRO STOPPATO x VIA ORAZIO RAIMONDO,1,0.0,4.0,41.847,12.5966,21.0
VIA APULIA x VIA GALLIA,1,0.0,4.0,41.881,12.5044,21.0
VIA DEL SERAFICO x VIA LAURENTINA,6,0.0,3.0,41.82995,12.4805,21.0
CORSO REGINA MARIA PIA x VIA PIETRO ROSA,5,0.0,3.0,41.7295,12.2845,20.0
VIA DELLA MAGLIANA x VIA UGO GUIDO MONDOLFO,5,0.0,3.0,41.8317,12.4196,20.0
VIA DEGLI SCIPIONI x VIA MARCANTONIO COLONNA,5,0.0,3.0,41.9106,12.4666,20.0
VIA CASILINA x VIA DI TOR VERGATA,5,0.0,3.0,41.8626,12.6212,20.0
VIA DI BOCCEA x VIA PASQUALE II,5,0.0,3.0,41.9069,12.4082,20.0
PIAZZA GIUSEPPE PRIMOLI x VIA ARTURO GRAF,5,0.0,3.0,41.9452,12.5529,20.0
VIA VALCO DI S. PAOLO x VIALE GUGLIELMO MARCONI,5,0.0,3.0,41.8524,12.4733,20.0
VIA CRISTOFORO COLOMBO x VIA PINDARO,5,0.0,3.0,41.7566,12.3697,20.0
VIA DELLA NOCETTA x VIA LEONE XIII,5,0.0,3.0,41.8869,12.4404,20.0
PIAZZA DI PRISCILLA x VIA SALARIA,5,0.0,3.0,41.9873,12.5115,20.0
VIA ENNIO BONIFAZI x VIA MATTIA BATTISTINI,5,0.0,3.0,41.9139,12.4184,20.0
VIA COLLATINA x VIA PRENESTINA,5,0.0,3.0,41.895,12.563,20.0
VIA CRISTOFORO COLOMBO x VIA ROSA GUARNIERI CARDUCCI,5,0.0,3.0,41.8561,12.4928,20.0
VIA DEI ROBILANT x VIALE ANTONINO DI SAN GIULIANO,5,0.0,3.0,41.9372,12.4605,20.0
VIA DEI PLATANI x VIALE PALMIRO TOGLIATTI,5,0.0,3.0,41.8809,12.5729,20.0
VIA DELLA VALLE DEI FONTANILI x VIA GIUSEPPE GUICCIARDI,5,0.0,3.0,41.9235,12.4094,20.0
VIA APPIA NUOVA x VIA DELL'ARCO DI TRAVERTINO,5,0.0,3.0,41.86235,12.5329,20.0
VIA DELLE ALBIZZIE x VIALE DELLA PRIMAVERA,5,0.0,3.0,41.8843,12.5611,20.0
VIA DELLE TRE FONTANE x VIALE DELL'INDUSTRIA,5,0.0,3.0,41.839,12.4748,20.0
VIA ALBERTO DA GIUSSANO x VIA CONTE DI CARMAGNOLA,5,0.0,3.0,41.8903,12.5346,20.0
PIAZZA IPPOLITO NIEVO x VIA IPPOLITO NIEVO,5,0.0,3.0,41.879599999999996,12.4672,20.0
VIA DI PRATOLUNGO CASILINO x VIA PRENESTINA,5,0.0,3.0,41.8911,12.6602,20.0
VIA FORMIA x VIA SEZZE,5,0.0,3.0,41.8867,12.5487,20.0
VIA DEL QUADRARO x VIALE SPARTACO,5,0.0,3.0,41.8588,12.5539,20.0
VIA TIBURTINA x VIA VINCENZO MORELLO,5,0.0,3.0,41.9087,12.5398,20.0
LARGO TOMASO PERASSI x VIA AURELIA,5,0.0,3.0,41.8894,12.41,20.0
VIA CASTELFIDARDO x VIA GAETA,10,0.0,2.0,41.90565,12.502,20.0
VIA CASILINA x VIA DEL PONTE DELLA CATENA,5,0.0,3.0,41.8643,12.6556,20.0
PIAZZA MONTE GRAPPA x PONTE DEL RISORGIMENTO,4,0.0,3.0,41.9187,12.46975,19.0
LUNGOTEVERE ARNALDO DA BRESCIA x PONTE REGINA MARGHERITA,4,0.0,3.0,41.9123,12.4726,19.0
LUNGOTEVERE TESTACCIO x VIA ROMOLO GESSI,4,0.0,3.0,41.87975,12.47255,19.0
VIA CASSIA x VIA DELLA CAPPELLETTA DELLA GIUSTINIANA,4,0.0,3.0,41.9828,12.4137,19.0
VIA ANAGNINA x VIA DEI SETTE METRI,4,0.0,3.0,41.8199,12.6115,19.0
LUNGOTEVERE DEI FIORENTINI x PONTE PRINCIPE AMEDEO SAVOIA AOSTA,4,0.0,3.0,41.8998,12.463799999999999,19.0
PIAZZA MONTE GENNARO x VIA MONTE META,4,0.0,3.0,41.9446,12.53785,19.0
VIA BRONTE x VIA DI VERMICINO,4,0.0,3.0,41.852450000000005,12.6709,19.0
VIA ALFONSO ALBERGHETTI x VIA JACOPO TORRITI,4,0.0,3.0,41.86745,12.62455,19.0
CIRCONVALLAZIONE CORNELIA x PIAZZA S. GIOVANNI BATTISTA DE LA SALLE,4,0.0,3.0,41.8985,12.4275,19.0
VIA DEGLI ANGELI x VIA DEI QUINTILI,4,0.0,3.0,41.8725,12.54605,19.0
VIA ERASMO GATTAMELATA x VIA ROBERTO MALATESTA,4,0.0,3.0,41.887550000000005,12.53655,19.0
VIA ERASMO GATTAMELATA x VIA SAMPIERO DI BASTELICA,4,0.0,3.0,41.8904,12.5365,19.0
PIAZZA CESARE CANTU' x VIA APPIA NUOVA,4,0.0,3.0,41.8715,12.5269,19.0
VIA DEI CICLAMINI x VIA DELLE PALME,9,0.0,2.0,41.8897,12.5669,19.0
VIA MUGGIA x VIALE ANGELICO,4,0.0,3.0,41.9188,12.4584,19.0
VIA OPPIDO MAMERTINA x VIA TAURIANOVA,4,0.0,3.0,41.83645,12.5564,19.0
VIA ANAPO x VIA NEMORENSE,4,0.0,3.0,41.9271,12.5107,19.0
VIA FRATELLI GUALANDI x VIA OTTAVIO ASSAROTTI,4,0.0,3.0,41.94255,12.4219,19.0
VIA DELLE QUATTRO FONTANE x VIA VENTI SETTEMBRE,4,0.0,3.0,41.902,12.49065,19.0
VIA DELLE TERME DI TRAIANO x VIALE DEL MONTE OPPIO,4,0.0,3.0,41.8935,12.4974,19.0
VIA DELL'ACQUA VERGINE x VIA PRENESTINA,4,0.0,3.0,41.89305,12.6242,19.0
VIALE CRISTOFORO COLOMBO x VIALE EUROPA,4,0.0,3.0,41.8309,12.4685,19.0
VIA ALBANO x VIA GENZANO,9,0.0,2.0,41.8705,12.5329,19.0
VIA DELLE CASE ROSSE x VIALE DEL TECNOPOLO,9,0.0,2.0,41.9275,12.6367,19.0
VIA DELLE BETULLE x VIA DELLE ROSE,4,0.0,3.0,41.8899,12.563,19.0
VIA LUIGI MAGLIONE x VIA PIETRO GASPARRI,4,0.0,3.0,41.9224,12.4144,19.0
PIAZZA DEL RISORGIMENTO x VIA DEL MASCHERINO,4,0.0,3.0,41.9055,12.4589,19.0
VIA DELLE VIGNE x VIA LANFRANCO MAROI,4,0.0,3.0,41.8404,12.422,19.0
PIAZZA VENEZIA x VIA DEL CORSO,4,0.0,3.0,41.8967,12.4822,19.0
VIA CALTAGIRONE x VIALE CASTRENSE,4,0.0,3.0,41.88745,12.51655,19.0
VIA ALESSANDRO SEVERO x VIA CRISTOFORO COLOMBO,4,0.0,3.0,41.8527,12.48785,19.0
VIA CALPURNIO PISONE x VIA TARQUINIO COLLATINO,4,0.0,3.0,41.8612,12.5645,19.0
VIA OLEVANO ROMANO x VIA PRENESTINA,4,0.0,3.0,41.8941,12.55495,19.0
VIA DEI GEORGOFILI x VIA DELL'ARCADIA,4,0.0,3.0,41.8533,12.4921,19.0
VIA DI PORTA FURBA x VIA TUSCOLANA,9,0.0,2.0,41.8691,12.538,19.0
VIA GIUSEPPE BERNARDO GAMBARO x VIALE DEI ROMAGNOLI,4,0.0,3.0,41.78195,12.35595,19.0
VIA FABRIZIO LUSCINO x VIA LUCIO SESTIO,4,0.0,3.0,41.85685,12.5542,19.0
VIA CASILINA x VIA DI TORRE SPACCATA,4,0.0,3.0,41.8684,12.587250000000001,19.0
CIRCONVALLAZIONE AURELIA x PIAZZA DI VILLA CARPEGNA,4,0.0,3.0,41.8964,12.428550000000001,19.0
VIA DEGLI SCIPIONI x VIA VESPASIANO,4,0.0,3.0,41.907849999999996,12.4568,19.0
VIA DELLA GIULIANA x VIA RICCARDO GRAZIOLI LANTE,4,0.0,3.0,41.9131,12.45425,19.0
VIA OSTIENSE x VIA VALCO DI S. PAOLO,4,0.0,3.0,41.8522,12.4766,19.0
VIA DEGLI SCIPIONI x VIA VIRGINIO ORSINI,4,0.0,3.0,41.9113,12.4691,19.0
CORSO TRIESTE x VIA NOMENTANA,4,0.0,3.0,41.914249999999996,12.5086,19.0
VIA DEL COLLE DI MEZZO x VIA DI VIGNA MURATA,4,0.0,3.0,41.8263,12.4912,19.0
VIA SCRIBONIO CURIONE x VIALE DEI CONSOLI,9,0.0,2.0,41.8636,12.5538,19.0
VIA DEL TEATRO DI MARCELLO x VICO JUGARIO,3,0.0,3.0,41.891,12.4806,18.0
VIA DI VILLA ADA x VIA SALARIA,3,0.0,3.0,41.9873,12.5115,18.0
VIA ARCEVIA x VIA CAGLI,3,0.0,3.0,41.9365,12.5849,18.0
VIA MONTEBUONO x VIA STIMIGLIANO,8,0.0,2.0,41.9346,12.51315,18.0
VIA DEGLI SCIPIONI x VIA PAOLO EMILIO,3,0.0,3.0,41.9098,12.463,18.0
LARGO BOIANO x VIA DELLA VANGA,3,0.0,3.0,41.9109,12.563,18.0
CORSO D'ITALIA x VIA PINCIANA,3,0.0,3.0,41.9099,12.4896,18.0
LUNGOTEVERE TOR DI NONA x PONTE UMBERTO I,3,0.0,3.0,41.9021,12.4716,18.0
VIA GIULIANO DA SANGALLO x VIA RUTILIO NAMAZIANO,3,0.0,3.0,41.7316,12.2729,18.0
CIRCONVALLAZIONE CLODIA x VIA DURAZZO,3,0.0,3.0,41.9181,12.4561,18.0
VIA RAOUL CHIODELLI x VIA UMBERTO PUPPINI,3,0.0,3.0,41.9064,12.6622,18.0
PIAZZA DELLA LIBERTA' x PONTE REGINA MARGHERITA,3,0.0,3.0,41.9095,12.4716,18.0
PIAZZA ALBANIA x VIA DI S. SABA,3,0.0,3.0,41.8802,12.4833,18.0
VIA DEI PESCATORI x VIALE DELLA VILLA DI PLINIO,3,0.0,3.0,41.7194,12.3335,18.0
VIA SABAZIO x VIA TOPINO,3,0.0,3.0,41.9224,12.5088,18.0
VIA DELLA RUSTICA x VIA NAIDE,3,0.0,3.0,41.9109,12.6009,18.0
VIA ADOLFO GANDIGLIO x VIALE DEI COLLI PORTUENSI,3,0.0,3.0,41.8666,12.4441,18.0
VIA CAVOUR x VIA DEI SERPENTI,3,0.0,3.0,41.8966,12.4951,18.0
VIA RAIMONDO SCINTU x VIALE ROLANDO VIGNALI,3,0.0,3.0,41.8559,12.5791,18.0
LARGO CARDINAL CLEMENTE MICARA x VIA GREGORIO VII,3,0.0,3.0,41.8959,12.4401,18.0
PIAZZA GALENO x VIALE REGINA MARGHERITA,3,0.0,3.0,41.9112,12.5093,18.0
VIA CASILINA x VIA DI VILLA SERVENTI,3,0.0,3.0,41.8848,12.5301,18.0
VIA DI VIGNA MURATA x VIALE STEFANO GRADI,3,0.0,3.0,41.827,12.5053,18.0
VIA ALESSANDRO LUZIO x VIA LATINA,3,0.0,3.0,41.8702,12.5205,18.0
PIAZZA TEOFRASTO x VIA FEDERICO DELPINO,8,0.0,2.0,41.8914,12.5641,18.0
VIA GIOVANNI CONTI x VIA MONTE MASSICO,3,0.0,3.0,41.9513,12.5316,18.0
VIA CAPO D'AFRICA x VIA OSTILIA,3,0.0,3.0,41.8888,12.4951,18.0
VIA DEI GRACCHI x VIA FABIO MASSIMO,3,0.0,3.0,41.9088,12.4622,18.0
VIA DI MONTE VERDE x VIA FRANCESCO DURANTE,3,0.0,3.0,41.8687,12.4415,18.0
VIA ANTONIO SALANDRA x VIA VENTI SETTEMBRE,3,0.0,3.0,41.9055,12.4958,18.0
PIAZZA GIUSEPPE PRIMOLI x VIA UGO OJETTI,8,0.0,2.0,41.9452,12.5529,18.0
VIA DI MONTE TESTACCIO x VIA NICOLA ZABAGLIA,3,0.0,3.0,41.87695,12.47625,18.0
PIAZZA IRNERIO x VIA BARTOLO DA SASSOFERRATO,3,0.0,3.0,41.8984,12.4298,18.0
VIA MARCANTONIO COLONNA x VIA POMPEO MAGNO,3,0.0,3.0,41.91,12.467,18.0
VIA DEL FOSSO DI DRAGONCELLO x VIA OSTIENSE,3,0.0,3.0,41.8109,12.4229,18.0
VIA AMARETTA x VIA ENRICO DELL'ACQUA,3,0.0,3.0,41.8651,12.6507,18.0
VIA MILAZZO x VIA VARESE,3,0.0,3.0,41.9028,12.5055,18.0
VIA DELLE ISOLE CURZOLANE x VIA MONTE PETRELLA,3,0.0,3.0,41.9488,12.532,18.0
VIA DI TOR BELLA MONACA x VIALE DUILIO CAMBELLOTTI,3,0.0,3.0,41.8698,12.6334,18.0
VIA MONOPOLI x VIA TRINITAPOLI,3,0.0,3.0,41.886,12.6159,18.0
LARGO BEATO PLACIDO RICCARDI x VIA OSTIENSE,3,0.0,3.0,41.8562,12.4773,18.0
VIA FULCIERI PAULUCCI DE CALBOLI x VIALE GIUSEPPE MAZZINI,3,0.0,3.0,41.9155,12.4614,18.0
VIA FILOMARINO x VIA SALARIA,3,0.0,3.0,41.9284,12.5073,18.0
VIA LUIGI PERNA x VIA VEDANA,3,0.0,3.0,41.8465,12.4821,18.0
VIA ANDREA BAFILE x VIALE GIUSEPPE MAZZINI,3,0.0,3.0,41.9159,12.4565,18.0
VIA CIPRO x VIA DELLA MELORIA,3,0.0,3.0,41.9071,12.4466,18.0
VIA DEI RETI x VIA DEI SABELLI,3,0.0,3.0,41.8986,12.5185,18.0
VIA FILIPPO SMALDONE x VIA TOR DE' SCHIAVI,3,0.0,3.0,41.8935,12.5596,18.0
VIA CARLO PESENTI x VIA TIBURTINA,3,0.0,3.0,41.933,12.5992,18.0
VIA BRESCIA x VIA NIZZA,3,0.0,3.0,41.9128,12.5,18.0
VIA CONCA D'ORO x VIA VAL GRANA,3,0.0,3.0,41.9431,12.5196,18.0
LARGO DON ORIONE x VIA ACQUI,3,0.0,3.0,41.8783,12.516,18.0
VIA SALVATORE VALITUTTI x VIALE PALMIRO TOGLIATTI,3,0.0,3.0,41.9192,12.5672,18.0
