incrocio,incidenti,morti,feriti,lat,lon,score
VIA DEI PESCATORI x VIA DI CASTEL FUSANO,1,0.0,0.0,41.7333,12.3126,1.0
VIA DEI PIOPPI x VIA DELLE BEGONIE,1,0.0,0.0,41.8779,12.5702,1.0
VIA CALPURNIO FIAMMA x VIA TUSCOLANA,1,0.0,0.0,41.8608,12.5608,1.0
VIA CALPURNIO FIAMMA x VIA FLAVIO STILICONE,1,0.0,0.0,41.8608,12.5609,1.0
VIA CALOVETO x VIA CENTRACHE,1,0.0,0.0,41.8732,12.6793,1.0
VIA DEI PLATANI x VIALE DELLA PRIMAVERA,1,0.0,0.0,41.8815,12.5608,1.0
VIA CALIMNO x VIA DELLE CAVE FISCALI,1,0.0,0.0,41.9456,12.5238,1.0
VIA DEI PLUMBAGHI x VIA DEI TAMARINDI,1,0.0,0.0,41.7107,12.5818,1.0
VIA CALDERON DE LA BARCA x VIA VIENNA,1,0.0,0.0,41.8404,12.5113,1.0
VIA CALDERON DE LA BARCA x VIA DI GROTTA PERFETTA,1,0.0,0.0,41.838,12.5077,1.0
VIA DEI PRATI FISCALI x VIA VAL PELLICE,1,0.0,0.0,41.9462,12.5194,1.0
VIA CALASCIBETTA x VIA DELL' OSTERIA DEL FINOCCHIO,1,0.0,0.0,41.8587,12.6813,1.0
VIA DEI RADAR x VIA DI S. ALESSANDRO,1,0.0,0.0,41.9367,12.6034,1.0
VIA CALABRIA x VIA PIAVE,1,0.0,0.0,41.9104,12.4982,1.0
VIA DEI ROBILANT x VIA MARESCIALLO CAVIGLIA,1,0.0,0.0,41.9362,12.4644,1.0
VIA CAIRATE x VIA RUDIANO,1,0.0,0.0,41.9512,12.3834,1.0
VIA DEI PINI x VIA DELLE ACACIE,1,0.0,0.0,41.8884,12.5696,1.0
VIA CALVATONE x VIA GIANDOMENICO BERTOLI,1,0.0,0.0,41.7835,12.327,1.0
VIA CAIO MANILIO x VIA TUSCOLANA,1,0.0,0.0,41.858,12.56,1.0
VIA DEI PESCATORI x VIA DEL CANALE DELLA LINGUA,1,0.0,0.0,41.7412,12.3403,1.0
VIA CAMPO BRUNO x VIA DI PRATAPORCI,1,0.0,0.0,41.8595,12.6848,1.0
VIA CAMPANIA x VIA TOSCANA,1,0.0,0.0,41.9105,12.4924,1.0
VIA DEI MONTI DI PIETRALATA x VIA GERARDO CHIAROMONTE,1,0.0,0.0,41.9157,12.5321,1.0
VIA DEI MONTI DI PIETRALATA x VIA VACUNA,1,0.0,0.0,41.911,12.5359,1.0
VIA DEI MONTI DI PRIMAVALLE x VIA FRANCESCO MARIA TORRIGIO,1,0.0,0.0,41.9097,12.413,1.0
VIA DEI MONTI DI S. PAOLO x VIA GIUSEPPE BEDUSCHI,1,0.0,0.0,41.791,12.3584,1.0
VIA CAMILLO NEGRO x VIA DI TORREVECCHIA,1,0.0,0.0,41.924,12.4129,1.0
VIA CAMILLO MIOLA x VIA FELICE GIANI,1,0.0,0.0,41.7662,12.338,1.0
VIA CAMILLO DA ALBINO x VIA GIOVANNI ARMANDI,1,0.0,0.0,41.7847,12.3527,1.0
VIA DEI MONTI TIBURTINI x VIA TIBURTINA,1,0.0,0.0,41.9176,12.5414,1.0
VIA DEI NOCI x VIALE DELLE GARDENIE,1,0.0,0.0,41.886,12.5656,1.0
VIA CAMILLA VIRGINIA SAVELLI x VIALE RATTO DELLE SABINE,1,0.0,0.0,41.9465,12.6006,1.0
VIA CAMILLA RAVERA x VIALE ESPERIA SPERANI,1,0.0,0.0,41.9617,12.3967,1.0
VIA DEI PANFILI x VIA DELLE ALEUTINE,1,0.0,0.0,41.7375,12.2786,1.0
VIA CAMERATA PICENA x VIA SERRA DE' CONTI,1,0.0,0.0,41.9859,12.5159,1.0
VIA CAIO RUTILIO x VIA LICINIO STOLONE,1,0.0,0.0,41.856,12.5668,1.0
VIA CAIO CANULEIO x VIA LUCIO PAPIRIO,1,0.0,0.0,41.8532,12.5603,1.0
VIA DEL CASALE DI S. BASILIO x VIA FILOTTRANO,1,0.0,0.0,41.9385,12.5786,1.0
VIA BRUNO MADERNA x VIA FRANCESCO CILEA,1,0.0,0.0,41.7448,12.3752,1.0
VIA BRUNO DE FINETTI x VIA MARCELLO CONVERSI,1,0.0,0.0,41.7938,12.4898,1.0
VIA DEL BADILE x VIA DELL'ERPICE,1,0.0,0.0,41.9134,12.5622,1.0
VIA DEL BADILE x VIA DELLA VANGA,1,0.0,0.0,41.9111,12.5629,1.0
VIA DEL CALCIO x VIA FAUSTO COPPI,1,0.0,0.0,41.8329,12.5101,1.0
VIA BRUNO DE FINETTI x VIA EDOARDO AMALDI,1,0.0,0.0,41.7925,12.4854,1.0
VIA DEL CALICETTO x VIA SANTA SEVERINA,1,0.0,0.0,41.8348,12.5603,1.0
VIA DEL CANALE DELLA LINGUA x VIA EPAMINONDA,1,0.0,0.0,41.7412,12.3403,1.0
VIA DEL CANALE DELLA LINGUA x VIA PELOPIDA,1,0.0,0.0,41.7412,12.3403,1.0
VIA BRONTE x VIA CASTELVETRANO,1,0.0,0.0,41.8571,12.6668,1.0
VIA DEL CAPPELLACCIO x VIA DEL MARE,1,0.0,0.0,41.8403,12.4632,1.0
VIA DEL CAPRIFOGLIO x VIA DELL'ALLORO,1,0.0,0.0,41.8752,12.5715,1.0
VIA DEL CARAVITA x VIA DI MONTECATINI,1,0.0,0.0,41.8993,12.4802,1.0
VIA DEL CASALE CALETTO x VIA JACOPO DELLA QUERCIA,1,0.0,0.0,41.9202,12.6047,1.0
VIA DEL CASALE DEL FINOCCHIO x VIA DEL FOSSO DI VALPIGNOLA,1,0.0,0.0,41.8534,12.7073,1.0
VIA BRENNERO x VIALE CARNARO,1,0.0,0.0,41.9378,12.5334,1.0
VIA DEL BABUINO x VIA DELLA CROCE,1,0.0,0.0,41.9065,12.4812,1.0
VIA BRUNO MOLAJOLI x VIA DI MACCHIA SAPONARA,1,0.0,0.0,41.7747,12.3531,1.0
VIA CAIAZZO x VIA NOCERA INFERIORE,1,0.0,0.0,41.8942,12.6315,1.0
VIA DEI VALERI x VIA DELL'AMBA ARADAM,1,0.0,0.0,41.8832,12.4994,1.0
VIA CAGLIARI x VIA NIZZA,1,0.0,0.0,41.9129,12.5041,1.0
VIA DEI SARDI x VIA TIBURTINA,1,0.0,0.0,41.8987,12.5149,1.0
VIA DEI SARDI x VIALE DELLO SCALO S. LORENZO,1,0.0,0.0,41.8956,12.5179,1.0
VIA CADORE x VIA LIGURIA,1,0.0,0.0,41.906,12.4883,1.0
VIA DEI SESAMI x VIALE PALMIRO TOGLIATTI,1,0.0,0.0,41.8832,12.5731,1.0
VIA CABOTO x VIA GIUSEPPE ACERBI,1,0.0,0.0,41.8711,12.4784,1.0
VIA BURGIO x VIA CASILINA,1,0.0,0.0,41.8626,12.6212,1.0
VIA DEI SOMMOZZATORI x VIA ICILIO BACCI,1,0.0,0.0,41.8222,12.4815,1.0
VIA DEI TANI x VIA DELLA CASETTA MATTEI,1,0.0,0.0,41.8517,12.4203,1.0
VIA DEI TEBALDESCHI x VIA DI BRAVETTA,1,0.0,0.0,41.8762,12.4257,1.0
VIA DEI TORRIANI x VIA DI BRAVETTA,1,0.0,0.0,41.8762,12.4257,1.0
VIA BUONARROTI x VIA MERULANA,1,0.0,0.0,41.8927,12.5016,1.0
VIA DEI TRANSATLANTICI x VIA LITORANEA,1,0.0,0.0,41.6876,12.3735,1.0
VIA DEI TURRANII x VIA VIGGIANO,1,0.0,0.0,41.831,12.5224,1.0
VIA DEI VALDERETTI x VIA DELLA PISANA,1,0.0,0.0,41.8577,12.389,1.0
VIA BELMONTE IN SABINA x VIA DI S. ALESSANDRO,1,0.0,0.0,41.9488,12.5981,1.0
VIA DEL MARE x VIA DELLE GONDOLE,1,0.0,0.0,41.7354,12.2766,1.0
VIA BELISARIO x VIA PRENESTINA,1,0.0,0.0,41.8935,12.6042,1.0
VIA ASCONIO PEDIANO x VIA CINCINNATO,1,0.0,0.0,41.8662,12.5485,1.0
VIA DELLA CASETTA MATTEI x VIA LA CONTEA,1,0.0,0.0,41.8579,12.4196,1.0
VIA ASCANIO RIVALDI x VIA FOLCO PORTINARI,1,0.0,0.0,41.8679,12.4498,1.0
VIA DELLA CERQUETTA x VIA GIUSEPPE CANTAGALLI,1,0.0,0.0,42.0158,12.3718,1.0
VIA ARTURO MALIGNANI x VIA ROBERT MALLET,1,0.0,0.0,41.9106,12.6528,1.0
VIA DELLA COLLINA VOLPI x VIA GALLIENO,1,0.0,0.0,41.8554,12.4813,1.0
VIA ARTURO GRAF x VIA FRANCESCO D'OVIDIO,1,0.0,0.0,41.9432,12.5527,1.0
VIA ARTURO EVANS x VIALE DEI ROMAGNOLI,1,0.0,0.0,41.7613,12.3047,1.0
VIA DELLA CRESCENZA x VIA DI GROTTAROSSA,1,0.0,0.0,41.9732,12.46,1.0
VIA DELLA CROCE x VIA MARIO DE FIORI,1,0.0,0.0,41.9064,12.4807,1.0
VIA DELLA DIVISIONE TORINO x VIA FRATELLI LAURANA,1,0.0,0.0,41.8218,12.4861,1.0
VIA ARTURO D'ASPRO x VIA DI TOR PAGNOTTA,1,0.0,0.0,41.8038,12.5061,1.0
VIA DELLA FANELLA x VIA PORTUENSE,1,0.0,0.0,41.8469,12.414,1.0
VIA DELLA FARNESINA x VIA DELLA MARATONA,1,0.0,0.0,41.9429,12.4602,1.0
VIA DELLA FONTANA CORVIA x VICOLO DEL FOSSO DI VALPIGNOLA,1,0.0,0.0,41.8566,12.7053,1.0
VIA DELLA FONTANA DEL FINOCCHIO x VIA SANT'ANGELO MUXARO,1,0.0,0.0,41.8569,12.6882,1.0
VIA DELLA CANAPA x VIALE DEI ROMAGNOLI,1,0.0,0.0,,,1.0
VIA ASIAGO x VIA MONTELLO,1,0.0,0.0,41.9186,12.4631,1.0
VIA DELLA FUSOLIERA x VIALE MEDITERRANEO,1,0.0,0.0,41.7201,12.3052,1.0
VIA DELLA BUFALOTTA x VIADOTTO GIOVANNI GRONCHI,1,0.0,0.0,41.9535,12.5443,1.0
VIA AUGUSTO TAMBURINI x VIA DI TORREVECCHIA,1,0.0,0.0,41.9234,12.4123,1.0
VIA DELL'ORSA MINORE x VIALE DEGLI ASTRI,1,0.0,0.0,41.812,12.4468,1.0
VIA AUGUSTO LUPI x VIA GIOVANNI CAMILLO PERESIO,1,0.0,0.0,41.8658,12.5834,1.0
VIA DELLA BALDUINA x VIA DUCCIO GALIMBERTI,1,0.0,0.0,41.9136,12.4427,1.0
VIA AUGUSTO CONTI x VIA MATTEO PALMIERI,1,0.0,0.0,41.9471,12.4253,1.0
VIA AUGUSTO CONTI x VIA GIOVITA RAVIZZA,1,0.0,0.0,41.9471,12.4253,1.0
VIA AUGUSTO CONTI x VIA GHERARDO GHIRARDINI,1,0.0,0.0,41.9438,12.4231,1.0
VIA AUGUSTO CAMERINI x VIA DELLA BUFALOTTA,1,0.0,0.0,41.9676,12.5499,1.0
VIA ATTILIO PROFUMO x VIA DEL COLLETTORE PRIMARIO,1,0.0,0.0,41.7654,12.3103,1.0
VIA DELLA BUFALOTTA x VIA IDA BACCINI,1,0.0,0.0,41.9573,12.5479,1.0
VIA ATLANTE x VIA TIFEO,1,0.0,0.0,41.8764,12.6174,1.0
VIA ATENE x VIALE LONDRA,1,0.0,0.0,41.8415,12.5127,1.0
VIA DELLA BUFALOTTA x VIA MARIO CERMENATI,1,0.0,0.0,41.9676,12.5499,1.0
VIA ATANASIO SOLDATI x VIA LUIGI RUSSOLO,1,0.0,0.0,41.9115,12.618,1.0
VIA ASSISI x VIA OTRICOLI,1,0.0,0.0,41.8816,12.5302,1.0
VIA ARRIGO CAVAGLIERI x VIA EMANUELE CARNEVALE,1,0.0,0.0,41.8483,12.6041,1.0
VIA ARNALDO BRANDIZZI x VIA GIOVANNI CASTANO,1,0.0,0.0,41.8817,12.6257,1.0
VIA DELL'IMPRUNETA x VIA DELLA MAGLIANA,1,0.0,0.0,41.8317,12.4196,1.0
VIA DELLA MAGLIANA x VIALE ALESSANDRO MARCHETTI,1,0.0,0.0,41.8317,12.4196,1.0
VIA ARISTIDE GABELLI x VIA TRIONFALE,1,0.0,0.0,41.9416,12.4212,1.0
VIA ARISTIDE CARABELLI x VIALE DELLE REPUBBLICHE MARINARE,1,0.0,0.0,41.7387,12.2685,1.0
VIA DELLA MARCIGLIANA x VIA DI TOR S. GIOVANNI,1,0.0,0.0,41.9866,12.5718,1.0
VIA ARISTIDE CARABELLI x VIA DANILO STIEPOVICH,1,0.0,0.0,41.7394,12.2683,1.0
VIA DELLA MARTINICA x VIA DELLE EBRIDI,1,0.0,0.0,41.7402,12.2614,1.0
VIA DELLA MARTINICA x VIA DI NOSTRA SIGNORA DI BONARIA,1,0.0,0.0,41.7402,12.2614,1.0
VIA DELLA MASSA CALCIANA x VIA DI CARCARICOLA,1,0.0,0.0,41.8631,12.6121,1.0
VIA DELLA MELORIA x VIA FRANCESCO SIVORI,1,0.0,0.0,41.9069,12.4465,1.0
VIA DELLA MENDOLA x VIA VIPITENO,1,0.0,0.0,41.9468,12.4453,1.0
VIA ARIOSTO x VIA GALILEI,1,0.0,0.0,41.8905,12.5041,1.0
VIA ARGENTINA x VIA INDIA,1,0.0,0.0,41.9323,12.4763,1.0
VIA ARENULA x VIA FLORIDA,1,0.0,0.0,41.8949,12.4765,1.0
VIA DELLA MURATELLA x VIALE DI PESCINA GAGLIARDA,1,0.0,0.0,41.8576,12.2585,1.0
VIA ARDUINO FORGIARINI x VIA DELLE AZZORRE,1,0.0,0.0,41.7398,12.266,1.0
VIA DELLA NAVICELLA x VIA DRUSO,1,0.0,0.0,41.8822,12.4979,1.0
VIA ARISTIDE LEONORI x VIALE CRISTOFORO COLOMBO,1,0.0,0.0,41.8508,12.486,1.0
VIA DELLA MAGLIANA x VIA SCARPERIA,1,0.0,0.0,41.8317,12.4196,1.0
VIA DELLA GIULIANA x VIA RODI,1,0.0,0.0,41.9133,12.4542,1.0
VIA ARISTIDE STADERINI x VIA PIETRO FUMAROLI,1,0.0,0.0,41.8918,12.5872,1.0
VIA DELLA GIUSTINIANA x VIA INVERIGO,1,0.0,0.0,42.0042,12.4825,1.0
VIA DELLA LEGA LOMBARDA x VIA IRENE IMPERATRICE,1,0.0,0.0,41.9086,12.5252,1.0
VIA DELLA LEGA LOMBARDA x VIALE DELLE PROVINCIE,1,0.0,0.0,41.9096,12.5212,1.0
VIA ARMANDO BRASINI x VIA CARMELO MAESTRINI,1,0.0,0.0,41.7985,12.4406,1.0
VIA DELLA MADDALENA x VIA DELLE COPPELLE,1,0.0,0.0,41.9005,12.4766,1.0
VIA DELLA MAGLIANA NUOVA x VIA DI VILLA BONELLI,1,0.0,0.0,41.851,12.4569,1.0
VIA DELLA MAGLIANA x VIA DELLA MAGLIANA NUOVA,1,0.0,0.0,41.8566,12.4586,1.0
VIA ARISTONICO D'ALESSANDRIA x VIA MENIPPO,1,0.0,0.0,41.759,12.3612,1.0
VIA DELLA MAGLIANA x VIA DI GENEROSA,1,0.0,0.0,41.8317,12.4196,1.0
VIA ARISTOFANE x VIA ESCHILO,1,0.0,0.0,41.762,12.3721,1.0
VIA DELLA MAGLIANA x VIA ERNESTO NATHAN,1,0.0,0.0,41.8535,12.4583,1.0
VIA DELLA MAGLIANA x VIA GUIDO MIGLIOLI,1,0.0,0.0,41.8317,12.4196,1.0
VIA ARISTOFANE x VIA DI ACILIA,1,0.0,0.0,41.7663,12.381,1.0
VIA ARISTIDE STADERINI x VIA SENATORE BORLETTI,1,0.0,0.0,41.8916,12.5872,1.0
VIA DELLA MAGLIANA x VIA PIAN DUE TORRI,1,0.0,0.0,41.8392,12.4062,1.0
VIA AURELIA ANTICA x VIA DEL CASALE DI S. PIO V,1,0.0,0.0,41.8902,12.4351,1.0
VIA DELL'IDROSCALO x VIA DELLA TORTUGA,1,0.0,0.0,41.7391,12.2578,1.0
VIA BEDONIA x VIA PADRE ANTONIO COCCHI,1,0.0,0.0,41.7827,12.3779,1.0
VIA BARTOLOMEO GOSIO x VIA PASQUALE JANNACCONE,1,0.0,0.0,41.9413,12.4746,1.0
VIA BARTOLOMEO AVANZINI x VIA DELLA PISANA,1,0.0,0.0,41.8577,12.389,1.0
VIA BARRAFRANCA x VIA DELLA FONTANA DEL FINOCCHIO,1,0.0,0.0,41.8604,12.6884,1.0
VIA DEL PRATO DELLA SIGNORA x VIA SALARIA,1,0.0,0.0,41.9389,12.5097,1.0
VIA DEL QUIRINALE x VIA DELLE QUATTRO FONTANE,1,0.0,0.0,,,1.0
VIA DEL RISARO x VIA GEMMANO,1,0.0,0.0,41.781,12.421,1.0
VIA BALDO DEGLI UBALDI x VIA GIULIO SACCHETTI,1,0.0,0.0,41.8999,12.4363,1.0
VIA DEL ROSMARINO x VIA MATTEO RIPA,1,0.0,0.0,41.7835,12.3565,1.0
VIA BALDO DEGLI UBALDI x VIA FILIPPO ERMINI,1,0.0,0.0,41.8999,12.4363,1.0
VIA DEL SERAFICO x VIA PADRE GIUSEPPE LAIS,1,0.0,0.0,41.8302,12.4868,1.0
VIA BALDO DEGLI UBALDI x VIA DI VALLE AURELIA,1,0.0,0.0,41.9134,12.4336,1.0
VIA DEL TEATRO DI MARCELLO x VIA DELLE TRE PILE,1,0.0,0.0,41.8937,12.4819,1.0
VIA DEL TEATRO DI MARCELLO x VIA LUIGI PETROSELLI,1,0.0,0.0,41.8902,12.4809,1.0
VIA DEL TEATRO DI MARCELLO x VIA MONTANARA,1,0.0,0.0,41.893,12.4811,1.0
VIA BALDO DEGLI UBALDI x VIA BONAVENTURA CERRETTI,1,0.0,0.0,41.899,12.4332,1.0
VIA BALDASSARRE PERUZZI x VIA DI S. SABA,1,0.0,0.0,41.8795,12.4849,1.0
VIA DEL PONTE DI MALNOME x VIA DI PONTE GALERIA,1,0.0,0.0,41.8303,12.3412,1.0
VIA BARTOLOMEO MARLIANO x VIA DI S. ANGELA MERICI,1,0.0,0.0,41.9233,12.5247,1.0
VIA DEL TORRACCIO DI TORRENOVA x VIA FABRIZIO CHIARI,1,0.0,0.0,41.8684,12.6259,1.0
VIA BARTOLOMEO PLATINA x VIA FERDINANDO UGHELLI,1,0.0,0.0,41.8697,12.5165,1.0
VIA BEDOLLO x VIALE DI CASTEL PORZIANO,1,0.0,0.0,41.7311,12.3616,1.0
VIA BEDOLLO x VIA SALORNO,1,0.0,0.0,41.7302,12.3683,1.0
VIA DEL MONTE DELLE CAPRE x VICOLO DEGLI ORTI DELLA MAGLIANA,1,0.0,0.0,41.8461,12.4278,1.0
VIA BASSANELLO x VIA DI GROTTAROSSA,1,0.0,0.0,41.9722,12.4419,1.0
VIA DEL PARCO x VIALE DELLA PINETA,1,0.0,0.0,41.9107,12.4879,1.0
VIA DEL PERGOLATO x VIALE PALMIRO TOGLIATTI,1,0.0,0.0,41.8846,12.5736,1.0
VIA DEL PETTIROSSO x VIA ENRICO GIGLIOLI,1,0.0,0.0,41.8676,12.5976,1.0
VIA DEL PIANETA GIOVE x VIALE DELLA GRANDE MURAGLIA,1,0.0,0.0,41.8158,12.4463,1.0
VIA DEL PIANETA VENERE x VIA DI DECIMA,1,0.0,0.0,41.8151,12.4516,1.0
VIA DEL PODERE FIUME x VIA DELLA VALLE DEI FONTANILI,1,0.0,0.0,41.926,12.406,1.0
VIA BARZANO' x VIA CARLO ALBIZZATI,1,0.0,0.0,41.7759,12.3348,1.0
VIA DEL PODERE ROSA x VIA EUFRASIA MARTINETTI,1,0.0,0.0,41.9407,12.5645,1.0
VIA DEL PONTE DEGLI INCASTRI x VIA DELLA FONTANA SECCA,1,0.0,0.0,42.0803,12.346,1.0
VIA DEL PONTE DEGLI INCASTRI x VIA DI BACCANELLO,1,0.0,0.0,42.0628,12.3534,1.0
VIA BARZANO' x VIA CALVIGNANO,1,0.0,0.0,41.7793,12.3308,1.0
VIA DEL TORRACCIO DI TORRENOVA x VIA DOMENICO PARASACCHI,1,0.0,0.0,41.867,12.6325,1.0
VIA DEL TORRACCIO DI TORRENOVA x VIA JACOPO TORRITI,1,0.0,0.0,41.868,12.6263,1.0
VIA DELL'ELETTRONICA x VIALE UMBERTO TUPINI,1,0.0,0.0,41.8342,12.4625,1.0
VIA AUSTRIA x VIALE XVII OLIMPIADE,1,0.0,0.0,41.932,12.472,1.0
VIA AURELIANA x VIA FLAVIA,1,0.0,0.0,41.9063,12.4961,1.0
VIA DELL'AEROPORTO x VIA VESTRICIO SPURINNA,1,0.0,0.0,41.7976,12.5908,1.0
VIA AURELIA x VIA UGO DA PORTA RAVEGNANA,1,0.0,0.0,41.8861,12.4012,1.0
VIA DELL'ALLORO x VIA DELL'EDERA,1,0.0,0.0,41.8744,12.5716,1.0
VIA AURELIA x VIA PIO VIII,1,0.0,0.0,41.8861,12.4012,1.0
VIA DELL'AMBA ARADAM x VIA DI VILLA FONSECA,1,0.0,0.0,41.8853,12.5003,1.0
VIA AURELIA x VIA PAOLO BENTIVOGLIO,1,0.0,0.0,41.8861,12.4012,1.0
VIA AURELIA x VIA EGIDIO ALBORNOZ,1,0.0,0.0,41.8861,12.4012,1.0
VIA DELL'APPAGLIATORE x VIA DELLE AZZORRE,1,0.0,0.0,41.7413,12.2738,1.0
VIA DELL'APPAGLIATORE x VIA DELLE EBRIDI,1,0.0,0.0,41.739,12.2619,1.0
VIA DELL'ARCHEOLOGIA x VIA FRANCESCO LONDONIO,1,0.0,0.0,41.8794,12.6288,1.0
VIA AURELIA x VIA DIOMEDE MARVASI,1,0.0,0.0,41.89,12.4115,1.0
VIA DELL'ARCHITETTURA x VIALE DELLA MUSICA,1,0.0,0.0,41.833,12.4782,1.0
VIA DELL'ARCO DI TRAVERTINO x VIA GENZANO,1,0.0,0.0,41.8682,12.5368,1.0
VIA AURELIA x VIA CARDINAL BOFONDI,1,0.0,0.0,41.8978,12.437,1.0
VIA AURORA x VIA LUDOVISI,1,0.0,0.0,41.9068,12.4879,1.0
VIA AVELLINO x VIA CASILINA,1,0.0,0.0,41.8874,12.5258,1.0
VIA DEL TORRACCIO DI TORRENOVA x VIA LEONARDO AGOSTINI,1,0.0,0.0,41.8684,12.6259,1.0
VIA DELL'ACQUA PAOLA x VIA DELLA PINETA SACCHETTI,1,0.0,0.0,41.9341,12.4264,1.0
VIA BALDASSARRE ORERO x VIA DI PORTONACCIO,1,0.0,0.0,41.8983,12.5388,1.0
VIA DEL TORRACCIO DI TORRENOVA x VIALE DUILIO CAMBELLOTTI,1,0.0,0.0,41.8684,12.6259,1.0
VIA BAGNATICA x VIA ORZIVECCHI,1,0.0,0.0,42.0402,12.4695,1.0
VIA BACCHILIDE x VIA EURIPIDE,1,0.0,0.0,41.7692,12.3721,1.0
VIA BACCHIGLIONE x VIA NEMORENSE,1,0.0,0.0,41.9244,12.5081,1.0
VIA DEL TUFO x VIA LEOPOLDO PILLA,1,0.0,0.0,41.9239,12.5413,1.0
VIA DEL VASCELLO x VIA FRANCESCO DAVERIO,1,0.0,0.0,41.8859,12.4595,1.0
VIA DEL VASCELLO x VIA ORESTE REGNOLI,1,0.0,0.0,41.884,12.4597,1.0
VIA DEL VIMINALE x VIA NAPOLI,1,0.0,0.0,41.9006,12.4964,1.0
VIA BACCANO x VIALE DELLE GALLINE BIANCHE,1,0.0,0.0,41.9971,12.4926,1.0
VIA BACCANO x VIA SEQUALS,1,0.0,0.0,41.9955,12.4924,1.0
VIA DELL' OSTERIA DEL FINOCCHIO x VIA GIONATA,1,0.0,0.0,41.8574,12.6808,1.0
VIA DELL' OSTERIA DEL FINOCCHIO x VIA MUSSOMELI,1,0.0,0.0,41.8611,12.6832,1.0
VIA AVOLA x VIA ROCCALUMERA,1,0.0,0.0,41.8829,12.6636,1.0
VIA DELL'ACQUA MARCIA x VIA DELLE MESSI D'ORO,1,0.0,0.0,41.9195,12.5529,1.0
VIA CAMPOBELLO DI LICATA x VIA GIARRE,1,0.0,0.0,41.856,12.6725,1.0
VIA DEI MELI x VIA DEL FOSSO DI CENTOCELLE,1,0.0,0.0,41.8808,12.5736,1.0
VIA DEI MAZZANTI x VIA DELLA CASETTA MATTEI,1,0.0,0.0,41.8579,12.4196,1.0
VIA CASTELNUOVO DI GARFAGNANA x VIA MONTELUPO FIORENTINO,1,0.0,0.0,41.8467,12.4294,1.0
VIA CASTELLO TESINO x VIALE DI CASTEL PORZIANO,1,0.0,0.0,41.7308,12.3491,1.0
VIA CORRIDONIA x VIA MONTECAROTTO,1,0.0,0.0,41.9419,12.5813,1.0
VIA CORRIDONIA x VIA SENIGALLIA,1,0.0,0.0,41.9412,12.5826,1.0
VIA CORROPOLI x VIA MORRO D'ORO,1,0.0,0.0,41.9319,12.6476,1.0
VIA CORROPOLI x VIA ORTUCCHIO,1,0.0,0.0,41.9345,12.6492,1.0
VIA CASTELLETTO D'ERRO x VIA MURISENGO,1,0.0,0.0,41.8239,12.3073,1.0
VIA CORTALE x VIA PUBLIO ELIO,1,0.0,0.0,41.8265,12.6168,1.0
VIA CORTE FRANCA x VIA FRASSINETO,1,0.0,0.0,42.0,12.4865,1.0
VIA CASTELLANETA x VIA MOLFETTA,1,0.0,0.0,41.8902,12.5752,1.0
VIA CASTELFORTE x VIA OLEVANO ROMANO,1,0.0,0.0,41.8922,12.5555,1.0
VIA COSIMO DE GIORGI x VIA LEOPOLDO PILLA,1,0.0,0.0,41.924,12.5422,1.0
VIA CASTELBELLINO x VIA OFFAGNA,1,0.0,0.0,41.9212,12.7248,1.0
VIA COSTANTINO LAZZARI x VIA DINO PENAZZATO,1,0.0,0.0,41.8978,12.5649,1.0
VIA COSTANTINO MORIN x VIA DELLA GIULIANA,1,0.0,0.0,41.9133,12.4542,1.0
VIA COSTANTINO MORTATI x VIA DONATO MENICHELLA,1,0.0,0.0,41.948,12.5856,1.0
VIA CORRADO MANTONI x VIA GIAN MARIA VOLONTE',1,0.0,0.0,41.9694,12.5354,1.0
VIA CORRADO CAGLI x VIA DEI BASALDELLA,1,0.0,0.0,41.7726,12.3458,1.0
VIA COSTANTINO x VIA GALBA,1,0.0,0.0,41.8565,12.488,1.0
VIA CASTELPETROSO x VIA CASTROPIGNANO,1,0.0,0.0,41.9349,12.6414,1.0
VIA CATERINA TROIANI x VIA DELLE COSTELLAZIONI,1,0.0,0.0,41.8121,12.45,1.0
VIA CORFINIO x VIA SANNIO,1,0.0,0.0,41.8847,12.5083,1.0
VIA CASTROVETERE x VIA TIBURTINA,1,0.0,0.0,41.939,12.629,1.0
VIA CORINALDO x VIA DEL CASALE DI S. BASILIO,1,0.0,0.0,41.9353,12.5827,1.0
VIA CORINALDO x VIA OSIMO,1,0.0,0.0,41.9361,12.5835,1.0
VIA CASTROPIGNANO x VIA CERCEPICCOLA,1,0.0,0.0,41.9331,12.6454,1.0
VIA CORINALDO x VIA TREIA,1,0.0,0.0,41.9376,12.5851,1.0
VIA CORINTO x VIA VALCO DI S. PAOLO,1,0.0,0.0,41.8524,12.4747,1.0
VIA CORIOLANO x VIA ENEA,1,0.0,0.0,41.8737,12.5269,1.0
VIA CASTORE DURANTE x VIA PIETRO ROMUALDO PIROTTA,1,0.0,0.0,41.8918,12.5718,1.0
VIA CORLEONE x VIA MAZARA DEL VALLO,1,0.0,0.0,41.8644,12.6869,1.0
VIA CORNELIA x VIA FRANCESCO LANDI,1,0.0,0.0,41.9045,12.393,1.0
VIA CASTELVETRANO x VIA SANTA ELISABETTA,1,0.0,0.0,41.8565,12.6661,1.0
VIA CORNELIO SISENNA x VIA EMILIO MACRO,1,0.0,0.0,41.87,12.5766,1.0
VIA CORNICULUM x VIA DI S. ALESSANDRO,1,0.0,0.0,41.9423,12.6045,1.0
